URI-M
https://webarchive.nla.gov.au/awa/20010913140000/http://pandora.nla.gov.au/pan/21805/20010914-0000/www.ansett.com.au/index.html
https://webarchive.nla.gov.au/awa/20190110211021/http://pandora.nla.gov.au/pan/173468/20190111-0810/violetcrumble.com.au/index.html
https://webarchive.nla.gov.au/awa/20020519140000/http://pandora.nla.gov.au/pan/24350/20020520-0000/www.victa.com.au/index.html
https://webarchive.nla.gov.au/awa/20000912130000/sydney2000.fosters.com.au/index.htm
https://webarchive.nla.gov.au/awa/20171020022755/http://pandora.nla.gov.au/pan/164171/20171020-1327/www.dymocks.com.au/index.html
https://webarchive.nla.gov.au/awa/20160229233242/http://pandora.nla.gov.au/pan/156795/20160301-1032/www.streetsicecream.com.au/index.html
https://webarchive.nla.gov.au/awa/20160315024301/http://pandora.nla.gov.au/pan/155859/20160315-1343/www.aerogard.com.au/index.html
https://webarchive.nla.gov.au/awa/20160217031803/http://pandora.nla.gov.au/pan/156296/20160217-1418/www.weetbix.com.au/index.html
https://webarchive.nla.gov.au/awa/20160315002752/http://pandora.nla.gov.au/pan/156913/20160315-1127/www.floaties.com.au/index.html
https://webarchive.nla.gov.au/awa/20160216214704/http://pandora.nla.gov.au/pan/88765/20160217-0847/www.mortein.com.au/index.html
https://webarchive.nla.gov.au/awa/20161214204750/http://pandora.nla.gov.au/pan/153744/20161215-0747/www.uncletobys.com.au/index.html
https://webarchive.nla.gov.au/awa/20131211214611/http://pandora.nla.gov.au/pan/10873/20131212-0846/www.holden.com.au/index.html
https://webarchive.nla.gov.au/awa/20180604030430/http://pandora.nla.gov.au/pan/167981/20180604-1304/www.solvol.com.au/index.html
https://webarchive.nla.gov.au/awa/20160217204936/http://pandora.nla.gov.au/pan/135085/20160218-0749/www.dlea.com.au/index.html
https://webarchive.nla.gov.au/awa/20010111130000/http://www.blundstone.com.au/index.html
https://webarchive.nla.gov.au/awa/20160226043140/http://pandora.nla.gov.au/pan/157057/20160226-1531/www.orotongroup.com/index.html
https://webarchive.nla.gov.au/awa/20190401022738/http://pandora.nla.gov.au/pan/175053/20190401-1327/fntpietime.com.au/index.html
https://webarchive.nla.gov.au/awa/20201008051528/http://pandora.nla.gov.au/pan/185113/20201008-1615/ampol.com.au/index.html
https://webarchive.nla.gov.au/awa/20190814230737/http://pandora.nla.gov.au/pan/177615/20190815-0907/www.philly.com.au/index.html
https://webarchive.nla.gov.au/awa/20160330212121/http://pandora.nla.gov.au/pan/157373/20160331-0821/www.mccormick.com.au/Keens.html
https://webarchive.nla.gov.au/awa/20170215040813/http://pandora.nla.gov.au/pan/145899/20170215-1508/www.weis.com.au/index.html
https://webarchive.nla.gov.au/awa/20180612041216/http://pandora.nla.gov.au/pan/143183/20180612-1412/sanremo.com.au/index.html
https://webarchive.nla.gov.au/awa/20160404233143/http://pandora.nla.gov.au/pan/156838/20160405-0931/www.dettol.com.au/index.html
https://webarchive.nla.gov.au/awa/20160226020721/http://pandora.nla.gov.au/pan/156911/20160226-1307/cottees.com.au/index.html
https://webarchive.nla.gov.au/awa/20000226130000/http://www.cadbury.com.au/index.htm
https://webarchive.nla.gov.au/awa/20160407035423/http://pandora.nla.gov.au/pan/157676/20160407-1354/www.kinggee.com.au/index.html
https://webarchive.nla.gov.au/awa/20160221234728/http://pandora.nla.gov.au/pan/157007/20160222-1047/www.bundabergrum.com.au/index.html
https://webarchive.nla.gov.au/awa/20160226010244/http://pandora.nla.gov.au/pan/156910/20160226-1202/www.peters.com.au/index.html
